phase,task,method,perturbation_family,level,trials_per_condition,required,notes
simulation,tool_push,sysid_retune,payload,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,tool_extension,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,tool_extension,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,tool_extension,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,tool_extension,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,friction_surface,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,friction_surface,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,friction_surface,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,friction_surface,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,compound,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,compound,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,compound,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,sysid_retune,compound,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,latency,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,latency,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,latency,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,latency,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,action_noise,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,action_noise,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,action_noise,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,action_noise,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,joint_range,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,joint_range,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,joint_range,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,joint_range,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,gripper_limit,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,gripper_limit,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,gripper_limit,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,gripper_limit,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,speed_cap,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,speed_cap,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,speed_cap,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,speed_cap,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,calibration_offset,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,calibration_offset,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,calibration_offset,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,calibration_offset,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,camera_shift,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,camera_shift,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,camera_shift,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,camera_shift,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,payload,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,payload,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,payload,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,payload,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,tool_extension,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,tool_extension,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,tool_extension,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,tool_extension,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,friction_surface,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,friction_surface,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,friction_surface,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,friction_surface,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,compound,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,compound,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,compound,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,oracle,compound,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,latency,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,latency,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,latency,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,latency,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,action_noise,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,action_noise,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,action_noise,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,action_noise,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,joint_range,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,joint_range,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,joint_range,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,joint_range,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,gripper_limit,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,gripper_limit,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,gripper_limit,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,gripper_limit,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,speed_cap,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,speed_cap,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,speed_cap,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,speed_cap,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,calibration_offset,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,calibration_offset,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,calibration_offset,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,calibration_offset,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,camera_shift,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,camera_shift,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,camera_shift,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,camera_shift,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,payload,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,payload,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,payload,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,payload,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,tool_extension,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,tool_extension,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,tool_extension,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,tool_extension,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,friction_surface,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,friction_surface,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,friction_surface,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,friction_surface,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,compound,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,compound,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,compound,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,human_effect_prior,compound,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,latency,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,latency,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,latency,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,latency,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,action_noise,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,action_noise,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,action_noise,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,action_noise,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,joint_range,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,joint_range,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,joint_range,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,joint_range,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,gripper_limit,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,gripper_limit,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,gripper_limit,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,gripper_limit,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,speed_cap,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,speed_cap,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,speed_cap,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,speed_cap,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,calibration_offset,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,calibration_offset,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,calibration_offset,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,calibration_offset,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,camera_shift,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,camera_shift,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,camera_shift,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,camera_shift,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,payload,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,payload,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,payload,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,payload,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,tool_extension,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,tool_extension,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,tool_extension,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,tool_extension,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,friction_surface,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,friction_surface,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,friction_surface,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,friction_surface,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,compound,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,compound,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,compound,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,epec,compound,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,latency,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,latency,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,latency,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,latency,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,action_noise,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,action_noise,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,action_noise,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,action_noise,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,joint_range,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,joint_range,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,joint_range,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,joint_range,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,gripper_limit,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,gripper_limit,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,gripper_limit,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,gripper_limit,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,speed_cap,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,speed_cap,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,speed_cap,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,speed_cap,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,calibration_offset,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,calibration_offset,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,calibration_offset,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,calibration_offset,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,camera_shift,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,camera_shift,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,camera_shift,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,camera_shift,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,payload,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,payload,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,payload,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,payload,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,tool_extension,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,tool_extension,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,tool_extension,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,tool_extension,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,friction_surface,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,friction_surface,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,friction_surface,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,friction_surface,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,compound,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,compound,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,compound,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,tool_push,bodyshield,compound,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,latency,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,latency,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,latency,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,latency,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,action_noise,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,action_noise,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,action_noise,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,action_noise,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,joint_range,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,joint_range,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,joint_range,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,joint_range,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,gripper_limit,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,gripper_limit,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,gripper_limit,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,gripper_limit,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,speed_cap,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,speed_cap,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,speed_cap,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,speed_cap,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,calibration_offset,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,calibration_offset,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,calibration_offset,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,calibration_offset,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,camera_shift,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,camera_shift,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,camera_shift,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,camera_shift,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,payload,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,payload,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,payload,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,payload,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,tool_extension,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,tool_extension,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,tool_extension,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,tool_extension,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,friction_surface,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,friction_surface,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,friction_surface,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,friction_surface,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,compound,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,compound,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,compound,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,nominal,compound,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,latency,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,latency,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,latency,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,latency,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,action_noise,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,action_noise,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,action_noise,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,action_noise,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,joint_range,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,joint_range,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,joint_range,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,joint_range,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,gripper_limit,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,gripper_limit,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,gripper_limit,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,gripper_limit,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,speed_cap,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,speed_cap,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,speed_cap,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,speed_cap,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,calibration_offset,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,calibration_offset,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,calibration_offset,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,calibration_offset,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,camera_shift,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,camera_shift,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,camera_shift,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,camera_shift,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,payload,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,payload,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,payload,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,payload,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
